Time period,Bus Contract Region,Card Type,Trip
12/1/21,Sydney Metro Contract 4,Other,"1,139"
12/1/21,Sydney Metro Contract 4,School Opal,"65,748"
12/1/21,Sydney Metro Contract 4,Gold Opal,"120,496"
12/1/21,Sydney Metro Contract 5,Adult,"64,142"
12/1/21,Sydney Metro Contract 5,Adult,2
12/1/21,Sydney Metro Contract 5,Adult,4
12/1/21,Sydney Metro Contract 5,Adult,1
12/1/21,Sydney Metro Contract 5,Child/Youth,"9,567"
12/1/21,Sydney Metro Contract 5,Concession,"8,192"
12/1/21,Sydney Metro Contract 5,CTP,"25,013"
12/1/21,Sydney Metro Contract 5,Day Pass Ticket,2
12/1/21,Sydney Metro Contract 5,Day Pass Ticket,9
12/1/21,Sydney Metro Contract 5,Other,566
12/1/21,Sydney Metro Contract 5,Free Opal,325
12/1/21,Sydney Metro Contract 5,School Opal,"7,832"
12/1/21,Sydney Metro Contract 5,Gold Opal,"79,791"
12/1/21,SBSC Contract 6,Adult,"857,893"
12/1/21,SBSC Contract 6,Adult,38
12/1/21,SBSC Contract 6,Adult,6
12/1/21,SBSC Contract 6,Child/Youth,"77,788"
12/1/21,SBSC Contract 6,Concession,"105,731"
12/1/21,SBSC Contract 6,CTP,"520,674"
12/1/21,SBSC Contract 6,Day Pass Ticket,48
12/1/21,SBSC Contract 6,Other,"12,591"
12/1/21,SBSC Contract 6,Free Opal,"3,331"
12/1/21,SBSC Contract 6,Other,"3,195"
12/1/21,SBSC Contract 6,School Opal,"31,494"
12/1/21,SBSC Contract 6,Gold Opal,"460,339"
12/1/21,Sydney Metro Contract 7,Adult,"547,730"
12/1/21,Sydney Metro Contract 7,Adult,6
12/1/21,Sydney Metro Contract 7,Adult,3
12/1/21,Sydney Metro Contract 7,Adult,8
12/1/21,Sydney Metro Contract 7,Child/Youth,"67,703"
12/1/21,Sydney Metro Contract 7,Concession,"59,057"
12/1/21,Sydney Metro Contract 7,CTP,"281,938"
12/1/21,Sydney Metro Contract 7,Day Pass Ticket,3
12/1/21,Sydney Metro Contract 7,Day Pass Ticket,99
12/1/21,Sydney Metro Contract 7,Other,"5,653"
12/1/21,Sydney Metro Contract 7,Free Opal,"1,697"
12/1/21,Sydney Metro Contract 7,School Opal,"53,126"
12/1/21,Sydney Metro Contract 7,Gold Opal,"217,726"
12/1/21,Greater Sydney Contract 8,Adult,"559,312"
12/1/21,Greater Sydney Contract 8,Adult,14
12/1/21,Greater Sydney Contract 8,Adult,7
12/1/21,Greater Sydney Contract 8,Child/Youth,"113,134"
12/1/21,Greater Sydney Contract 8,Opal Single Ticket,1
12/1/21,Greater Sydney Contract 8,Concession,"43,828"
12/1/21,Greater Sydney Contract 8,CTP,"395,832"
12/1/21,Greater Sydney Contract 8,Day Pass Ticket,6
12/1/21,Greater Sydney Contract 8,Day Pass Ticket,31
12/1/21,Greater Sydney Contract 8,Other,"9,083"
12/1/21,Greater Sydney Contract 8,Free Opal,"2,561"
12/1/21,Greater Sydney Contract 8,School Opal,"52,723"
12/1/21,Greater Sydney Contract 8,Gold Opal,"215,961"
12/1/21,Sydney Metro Contract 9,Adult,"860,454"
12/1/21,Sydney Metro Contract 9,Adult,9
12/1/21,Sydney Metro Contract 9,Adult,4
12/1/21,Sydney Metro Contract 9,Child/Youth,"67,711"
12/1/21,Sydney Metro Contract 9,Concession,"85,151"
12/1/21,Sydney Metro Contract 9,CTP,"727,869"
12/1/21,Sydney Metro Contract 9,Day Pass Ticket,2
12/1/21,Sydney Metro Contract 9,Day Pass Ticket,44
12/1/21,Sydney Metro Contract 9,Other,"10,277"
12/1/21,Sydney Metro Contract 9,Free Opal,"3,796"
12/1/21,Sydney Metro Contract 9,School Opal,"16,228"
12/1/21,Sydney Metro Contract 9,Gold Opal,"413,361"
12/1/21,Sydney Metro Contract 10,Adult,"113,368"
12/1/21,Sydney Metro Contract 10,Adult,6
12/1/21,Sydney Metro Contract 10,Child/Youth,"25,568"
12/1/21,Sydney Metro Contract 10,Concession,"12,017"
12/1/21,Sydney Metro Contract 10,CTP,"50,723"
12/1/21,Sydney Metro Contract 10,Day Pass Ticket,1
12/1/21,Sydney Metro Contract 10,Day Pass Ticket,17
12/1/21,Sydney Metro Contract 10,Other,725
12/1/21,Sydney Metro Contract 10,Free Opal,833
12/1/21,Sydney Metro Contract 10,School Opal,"38,433"
12/1/21,Sydney Metro Contract 10,Gold Opal,"98,028"
12/1/21,Sydney Metro Contract 12,Adult,"34,000"
12/1/21,Sydney Metro Contract 12,Adult,1
12/1/21,Sydney Metro Contract 12,Child/Youth,"15,220"
12/1/21,Sydney Metro Contract 12,Concession,"4,658"
12/1/21,Sydney Metro Contract 12,CTP,"13,333"
12/1/21,Sydney Metro Contract 12,Other,205
12/1/21,Sydney Metro Contract 12,Free Opal,224
12/1/21,Sydney Metro Contract 12,School Opal,"44,661"
12/1/21,Sydney Metro Contract 12,Gold Opal,"19,787"
12/1/21,Sydney Metro Contract 13,Adult,"134,596"
12/1/21,Sydney Metro Contract 13,Adult,3
12/1/21,Sydney Metro Contract 13,Adult,8
12/1/21,Sydney Metro Contract 13,Child/Youth,"19,950"
12/1/21,Sydney Metro Contract 13,Concession,"15,658"
12/1/21,Sydney Metro Contract 13,CTP,"52,636"
12/1/21,Sydney Metro Contract 13,Day Pass Ticket,21
12/1/21,Sydney Metro Contract 13,Other,613
12/1/21,Sydney Metro Contract 13,Free Opal,714
12/1/21,Sydney Metro Contract 13,School Opal,"23,473"
12/1/21,Sydney Metro Contract 13,Gold Opal,"123,536"
12/1/21,Sydney Metro Contract 14,Adult,"97,029"
12/1/21,Sydney Metro Contract 14,Adult,1
12/1/21,Sydney Metro Contract 14,Child/Youth,"29,251"
12/1/21,Sydney Metro Contract 14,Concession,"10,298"
12/1/21,Sydney Metro Contract 14,CTP,"52,036"
12/1/21,Sydney Metro Contract 14,Day Pass Ticket,3
12/1/21,Sydney Metro Contract 14,Other,107
12/1/21,Sydney Metro Contract 14,Free Opal,366
12/1/21,Sydney Metro Contract 14,School Opal,"21,437"
12/1/21,Sydney Metro Contract 14,Gold Opal,"32,966"
12/1/21,Sydney Metro Contract 15,Adult,"42,492"
12/1/21,Sydney Metro Contract 15,Child/Youth,"12,519"
12/1/21,Sydney Metro Contract 15,Concession,"5,967"
12/1/21,Sydney Metro Contract 15,CTP,"23,747"
12/1/21,Sydney Metro Contract 15,Day Pass Ticket,5
12/1/21,Sydney Metro Contract 15,Other,550
12/1/21,Sydney Metro Contract 15,Free Opal,607
12/1/21,Sydney Metro Contract 15,School Opal,"19,682"
12/1/21,Sydney Metro Contract 15,Gold Opal,"40,615"
12/1/21,Outer Sydney Metro Contract 1,Adult,"2,115"
12/1/21,Outer Sydney Metro Contract 1,Child/Youth,"1,042"
12/1/21,Outer Sydney Metro Contract 1,Concession,294
12/1/21,Outer Sydney Metro Contract 1,CTP,"1,747"
12/1/21,Outer Sydney Metro Contract 1,Day Pass Ticket,45
12/1/21,Outer Sydney Metro Contract 1,Other,2
12/1/21,Outer Sydney Metro Contract 1,Free Opal,36
12/1/21,Outer Sydney Metro Contract 1,School Opal,"4,280"
12/1/21,Outer Sydney Metro Contract 1,Gold Opal,"4,345"
12/1/21,Outer Sydney Metro Contract 2,Adult,"7,444"
12/1/21,Outer Sydney Metro Contract 2,Adult,10
12/1/21,Outer Sydney Metro Contract 2,Child/Youth,"4,376"
12/1/21,Outer Sydney Metro Contract 2,Concession,"1,586"
12/1/21,Outer Sydney Metro Contract 2,CTP,"7,982"
12/1/21,Outer Sydney Metro Contract 2,Day Pass Ticket,19
12/1/21,Outer Sydney Metro Contract 2,Other,44
12/1/21,Outer Sydney Metro Contract 2,Free Opal,327
12/1/21,Outer Sydney Metro Contract 2,School Opal,"7,500"
12/1/21,Outer Sydney Metro Contract 2,Gold Opal,"16,947"
12/1/21,Outer Sydney Metro Contract 3,Adult,"3,479"
12/1/21,Outer Sydney Metro Contract 3,Adult,1
12/1/21,Outer Sydney Metro Contract 3,Child/Youth,"2,202"
12/1/21,Outer Sydney Metro Contract 3,Concession,592
12/1/21,Outer Sydney Metro Contract 3,CTP,"5,102"
12/1/21,Outer Sydney Metro Contract 3,Other,17
12/1/21,Outer Sydney Metro Contract 3,Free Opal,69
12/1/21,Outer Sydney Metro Contract 3,School Opal,"1,195"
12/1/21,Outer Sydney Metro Contract 3,Gold Opal,"6,140"
12/1/21,Outer Sydney Metro Contract 4,Adult,"8,363"
12/1/21,Outer Sydney Metro Contract 4,Adult,1
12/1/21,Outer Sydney Metro Contract 4,Adult,3
12/1/21,Outer Sydney Metro Contract 4,Child/Youth,"3,334"
12/1/21,Outer Sydney Metro Contract 4,Concession,"1,350"
12/1/21,Outer Sydney Metro Contract 4,CTP,"8,080"
12/1/21,Outer Sydney Metro Contract 4,Day Pass Ticket,10
12/1/21,Outer Sydney Metro Contract 4,Other,113
12/1/21,Outer Sydney Metro Contract 4,Free Opal,122
12/1/21,Outer Sydney Metro Contract 4,School Opal,"2,331"
12/1/21,Outer Sydney Metro Contract 4,Gold Opal,"15,390"
12/1/21,NISC 1,Adult,"48,357"
12/1/21,NISC 1,Adult,2
12/1/21,NISC 1,Adult,1
12/1/21,NISC 1,Adult,1
12/1/21,NISC 1,Child/Youth,"12,171"
12/1/21,NISC 1,Opal Single Ticket,1
12/1/21,NISC 1,Concession,"8,082"
12/1/21,NISC 1,CTP,"41,631"
12/1/21,NISC 1,Day Pass Ticket,35
12/1/21,NISC 1,Other,"1,336"
12/1/21,NISC 1,Free Opal,621
12/1/21,NISC 1,Other,"4,514"
12/1/21,NISC 1,School Opal,"7,385"
12/1/21,NISC 1,Gold Opal,"81,081"
12/1/21,Outer Sydney Metro Contract 6,Adult,"47,314"
12/1/21,Outer Sydney Metro Contract 6,Child/Youth,"19,292"
12/1/21,Outer Sydney Metro Contract 6,Concession,"5,255"
12/1/21,Outer Sydney Metro Contract 6,CTP,"34,407"
12/1/21,Outer Sydney Metro Contract 6,Day Pass Ticket,5
12/1/21,Outer Sydney Metro Contract 6,Day Pass Ticket,31
12/1/21,Outer Sydney Metro Contract 6,Other,"1,090"
12/1/21,Outer Sydney Metro Contract 6,Free Opal,"1,082"
12/1/21,Outer Sydney Metro Contract 6,School Opal,"22,445"
12/1/21,Outer Sydney Metro Contract 6,Gold Opal,"78,034"
12/1/21,Outer Sydney Metro Contract 7,Adult,"23,973"
12/1/21,Outer Sydney Metro Contract 7,Child/Youth,"10,244"
12/1/21,Outer Sydney Metro Contract 7,Concession,"2,361"
12/1/21,Outer Sydney Metro Contract 7,CTP,"18,454"
12/1/21,Outer Sydney Metro Contract 7,Day Pass Ticket,35
12/1/21,Outer Sydney Metro Contract 7,Other,151
12/1/21,Outer Sydney Metro Contract 7,Free Opal,584
12/1/21,Outer Sydney Metro Contract 7,School Opal,"22,034"
12/1/21,Outer Sydney Metro Contract 7,Gold Opal,"36,668"
12/1/21,Outer Sydney Metro Contract 8,Adult,"9,092"
12/1/21,Outer Sydney Metro Contract 8,Adult,5
12/1/21,Outer Sydney Metro Contract 8,Child/Youth,"2,123"
12/1/21,Outer Sydney Metro Contract 8,Concession,677
12/1/21,Outer Sydney Metro Contract 8,CTP,"5,189"
12/1/21,Outer Sydney Metro Contract 8,Other,61
12/1/21,Outer Sydney Metro Contract 8,Free Opal,163
12/1/21,Outer Sydney Metro Contract 8,School Opal,"10,742"
12/1/21,Outer Sydney Metro Contract 8,Gold Opal,"11,469"
12/1/21,Outer Sydney Metro Contract 9,Adult,"1,926"
12/1/21,Outer Sydney Metro Contract 9,Child/Youth,900
12/1/21,Outer Sydney Metro Contract 9,Concession,156
12/1/21,Outer Sydney Metro Contract 9,CTP,"1,417"
12/1/21,Outer Sydney Metro Contract 9,Other,15
12/1/21,Outer Sydney Metro Contract 9,Free Opal,43
12/1/21,Outer Sydney Metro Contract 9,School Opal,"4,028"
12/1/21,Outer Sydney Metro Contract 9,Gold Opal,"1,973"
12/1/21,Outer Sydney Metro Contract 10,Adult,"29,220"
12/1/21,Outer Sydney Metro Contract 10,Adult,1
12/1/21,Outer Sydney Metro Contract 10,Child/Youth,"13,665"
12/1/21,Outer Sydney Metro Contract 10,Concession,"4,514"
12/1/21,Outer Sydney Metro Contract 10,CTP,"23,646"
12/1/21,Outer Sydney Metro Contract 10,Day Pass Ticket,17
12/1/21,Outer Sydney Metro Contract 10,Other,159
12/1/21,Outer Sydney Metro Contract 10,Free Opal,538
12/1/21,Outer Sydney Metro Contract 10,School Opal,"55,003"
12/1/21,Outer Sydney Metro Contract 10,Gold Opal,"66,094"
12/1/21,Outer Sydney Metro Contract 11,Adult,461
12/1/21,Outer Sydney Metro Contract 11,Child/Youth,275
12/1/21,Outer Sydney Metro Contract 11,Concession,72
12/1/21,Outer Sydney Metro Contract 11,CTP,369
12/1/21,Outer Sydney Metro Contract 11,Day Pass Ticket,1
12/1/21,Outer Sydney Metro Contract 11,Other,10
12/1/21,Outer Sydney Metro Contract 11,Free Opal,14
12/1/21,Outer Sydney Metro Contract 11,School Opal,442
12/1/21,Outer Sydney Metro Contract 11,Gold Opal,640
12/1/21,Outer Sydney Metro Contract 12,Adult,"6,541"
12/1/21,Outer Sydney Metro Contract 12,Child/Youth,"3,540"
12/1/21,Outer Sydney Metro Contract 12,Concession,947
12/1/21,Outer Sydney Metro Contract 12,CTP,"5,742"
12/1/21,Outer Sydney Metro Contract 12,Day Pass Ticket,3
12/1/21,Outer Sydney Metro Contract 12,Other,84
12/1/21,Outer Sydney Metro Contract 12,Free Opal,137
12/1/21,Outer Sydney Metro Contract 12,School Opal,"6,955"
12/1/21,Outer Sydney Metro Contract 12,Gold Opal,"13,047"
1/1/22,Sydney Metro Contract 1,Adult,"140,538"
1/1/22,Sydney Metro Contract 1,Child/Youth,"29,985"
1/1/22,Sydney Metro Contract 1,Concession,"13,883"
1/1/22,Sydney Metro Contract 1,CTP,"65,430"
1/1/22,Sydney Metro Contract 1,Day Pass Ticket,76
1/1/22,Sydney Metro Contract 1,Other,942
1/1/22,Sydney Metro Contract 1,Free Opal,820
1/1/22,Sydney Metro Contract 1,Other,"7,755"
1/1/22,Sydney Metro Contract 1,School Opal,882
1/1/22,Sydney Metro Contract 1,Gold Opal,"102,314"
1/1/22,Sydney Metro Contract 2,Adult,"42,685"
1/1/22,Sydney Metro Contract 2,Adult,2
1/1/22,Sydney Metro Contract 2,Child/Youth,"9,497"
1/1/22,Sydney Metro Contract 2,Concession,"4,316"
1/1/22,Sydney Metro Contract 2,CTP,"18,258"
1/1/22,Sydney Metro Contract 2,Day Pass Ticket,12
1/1/22,Sydney Metro Contract 2,Other,263
1/1/22,Sydney Metro Contract 2,Free Opal,262
1/1/22,Sydney Metro Contract 2,School Opal,262
1/1/22,Sydney Metro Contract 2,Gold Opal,"45,329"
1/1/22,Sydney Metro Contract 3,Adult,"84,900"
1/1/22,Sydney Metro Contract 3,Adult,1
1/1/22,Sydney Metro Contract 3,Adult,1
1/1/22,Sydney Metro Contract 3,Child/Youth,"17,618"
1/1/22,Sydney Metro Contract 3,Concession,"10,803"
1/1/22,Sydney Metro Contract 3,CTP,"37,672"
1/1/22,Sydney Metro Contract 3,Day Pass Ticket,20
1/1/22,Sydney Metro Contract 3,Other,372
1/1/22,Sydney Metro Contract 3,Free Opal,462
1/1/22,Sydney Metro Contract 3,School Opal,466
1/1/22,Sydney Metro Contract 3,Gold Opal,"86,355"
1/1/22,Sydney Metro Contract 4,Adult,"234,767"
1/1/22,Sydney Metro Contract 4,Adult,4
1/1/22,Sydney Metro Contract 4,Adult,4
1/1/22,Sydney Metro Contract 4,Child/Youth,"41,317"
1/1/22,Sydney Metro Contract 4,Concession,"31,240"
1/1/22,Sydney Metro Contract 4,CTP,"109,458"
1/1/22,Sydney Metro Contract 4,Day Pass Ticket,24
1/1/22,Sydney Metro Contract 4,Other,"1,186"
1/1/22,Sydney Metro Contract 4,Free Opal,670
1/1/22,Sydney Metro Contract 4,Other,532
1/1/22,Sydney Metro Contract 4,School Opal,"2,522"
1/1/22,Sydney Metro Contract 4,Gold Opal,"86,834"
1/1/22,Sydney Metro Contract 5,Adult,"53,181"
1/1/22,Sydney Metro Contract 5,Adult,9
1/1/22,Sydney Metro Contract 5,Child/Youth,"9,284"
1/1/22,Sydney Metro Contract 5,Opal Single Ticket,1
1/1/22,Sydney Metro Contract 5,Concession,"5,687"
1/1/22,Sydney Metro Contract 5,CTP,"21,379"
1/1/22,Sydney Metro Contract 5,Day Pass Ticket,1
1/1/22,Sydney Metro Contract 5,Day Pass Ticket,2
1/1/22,Sydney Metro Contract 5,Other,436
1/1/22,Sydney Metro Contract 5,Free Opal,247
1/1/22,Sydney Metro Contract 5,School Opal,308
1/1/22,Sydney Metro Contract 5,Gold Opal,"61,396"
1/1/22,SBSC Contract 6,Adult,"678,451"
1/1/22,SBSC Contract 6,Adult,34
1/1/22,SBSC Contract 6,Adult,5
1/1/22,SBSC Contract 6,Adult,5
1/1/22,SBSC Contract 6,Child/Youth,"68,233"
1/1/22,SBSC Contract 6,Opal Single Ticket,1
1/1/22,SBSC Contract 6,Concession,"76,460"
1/1/22,SBSC Contract 6,CTP,"405,268"
1/1/22,SBSC Contract 6,Day Pass Ticket,2
1/1/22,SBSC Contract 6,Day Pass Ticket,24
1/1/22,SBSC Contract 6,Other,"10,032"
1/1/22,SBSC Contract 6,Free Opal,"2,672"
1/1/22,SBSC Contract 6,Other,"2,582"
1/1/22,SBSC Contract 6,School Opal,"2,186"
1/1/22,SBSC Contract 6,Gold Opal,"355,042"
1/1/22,Sydney Metro Contract 7,Adult,"83,986"
1/1/22,Sydney Metro Contract 7,Adult,2
1/1/22,Sydney Metro Contract 7,Child/Youth,"10,490"
1/1/22,Sydney Metro Contract 7,Concession,"8,022"
1/1/22,Sydney Metro Contract 7,CTP,"42,873"
1/1/22,Sydney Metro Contract 7,Day Pass Ticket,21
1/1/22,Sydney Metro Contract 7,Other,936
1/1/22,Sydney Metro Contract 7,Free Opal,271
1/1/22,Sydney Metro Contract 7,Gold Opal,"35,773"
1/1/22,Greater Sydney Contract 7,Adult,"293,922"
1/1/22,Greater Sydney Contract 7,Adult,1
1/1/22,Greater Sydney Contract 7,Child/Youth,"42,633"
1/1/22,Greater Sydney Contract 7,Opal Single Ticket,1
1/1/22,Greater Sydney Contract 7,Concession,"30,481"
1/1/22,Greater Sydney Contract 7,CTP,"149,382"
1/1/22,Greater Sydney Contract 7,Day Pass Ticket,62
1/1/22,Greater Sydney Contract 7,Other,"3,141"
1/1/22,Greater Sydney Contract 7,Free Opal,843
1/1/22,Greater Sydney Contract 7,School Opal,"2,384"
1/1/22,Greater Sydney Contract 7,Gold Opal,"118,461"
1/1/22,Greater Sydney Contract 8,Adult,"428,016"
1/1/22,Greater Sydney Contract 8,Adult,19
1/1/22,Greater Sydney Contract 8,Adult,5
1/1/22,Greater Sydney Contract 8,Adult,2
1/1/22,Greater Sydney Contract 8,Child/Youth,"106,380"
1/1/22,Greater Sydney Contract 8,Concession,"31,688"
1/1/22,Greater Sydney Contract 8,CTP,"313,876"
1/1/22,Greater Sydney Contract 8,Day Pass Ticket,5
1/1/22,Greater Sydney Contract 8,Other,"7,101"
1/1/22,Greater Sydney Contract 8,Free Opal,"2,054"
1/1/22,Greater Sydney Contract 8,School Opal,"3,173"
1/1/22,Greater Sydney Contract 8,Gold Opal,"168,911"
1/1/22,Sydney Metro Contract 9,Adult,"736,687"
1/1/22,Sydney Metro Contract 9,Adult,13
1/1/22,Sydney Metro Contract 9,Adult,4
1/1/22,Sydney Metro Contract 9,Child/Youth,"67,323"
1/1/22,Sydney Metro Contract 9,Concession,"65,851"
1/1/22,Sydney Metro Contract 9,CTP,"630,938"
1/1/22,Sydney Metro Contract 9,Day Pass Ticket,25
1/1/22,Sydney Metro Contract 9,Other,"8,888"
1/1/22,Sydney Metro Contract 9,Free Opal,"2,962"
1/1/22,Sydney Metro Contract 9,School Opal,"1,454"
1/1/22,Sydney Metro Contract 9,Gold Opal,"338,343"
1/1/22,Sydney Metro Contract 10,Adult,"92,601"
1/1/22,Sydney Metro Contract 10,Adult,2
1/1/22,Sydney Metro Contract 10,Child/Youth,"20,406"
1/1/22,Sydney Metro Contract 10,Concession,"8,505"
1/1/22,Sydney Metro Contract 10,CTP,"43,427"
1/1/22,Sydney Metro Contract 10,Day Pass Ticket,12
1/1/22,Sydney Metro Contract 10,Other,604
1/1/22,Sydney Metro Contract 10,Free Opal,633
1/1/22,Sydney Metro Contract 10,School Opal,"1,083"
1/1/22,Sydney Metro Contract 10,Gold Opal,"72,953"
1/1/22,Sydney Metro Contract 12,Adult,"24,745"
1/1/22,Sydney Metro Contract 12,Adult,1
1/1/22,Sydney Metro Contract 12,Child/Youth,"10,273"
1/1/22,Sydney Metro Contract 12,Concession,"3,051"
1/1/22,Sydney Metro Contract 12,CTP,"10,507"
1/1/22,Sydney Metro Contract 12,Other,170
1/1/22,Sydney Metro Contract 12,Free Opal,134
1/1/22,Sydney Metro Contract 12,School Opal,"1,113"
1/1/22,Sydney Metro Contract 12,Gold Opal,"13,713"
1/1/22,Sydney Metro Contract 13,Adult,"110,517"
1/1/22,Sydney Metro Contract 13,Adult,1
1/1/22,Sydney Metro Contract 13,Adult,2
1/1/22,Sydney Metro Contract 13,Child/Youth,"16,885"
1/1/22,Sydney Metro Contract 13,Concession,"10,649"
1/1/22,Sydney Metro Contract 13,CTP,"44,095"
1/1/22,Sydney Metro Contract 13,Day Pass Ticket,1
1/1/22,Sydney Metro Contract 13,Day Pass Ticket,22
1/1/22,Sydney Metro Contract 13,Other,549
1/1/22,Sydney Metro Contract 13,Free Opal,624
1/1/22,Sydney Metro Contract 13,School Opal,484
1/1/22,Sydney Metro Contract 13,Gold Opal,"94,466"
1/1/22,Sydney Metro Contract 14,Adult,"69,433"
1/1/22,Sydney Metro Contract 14,Adult,2
1/1/22,Sydney Metro Contract 14,Child/Youth,"24,494"
1/1/22,Sydney Metro Contract 14,Concession,"6,760"
1/1/22,Sydney Metro Contract 14,CTP,"38,683"
1/1/22,Sydney Metro Contract 14,Other,58
1/1/22,Sydney Metro Contract 14,Free Opal,203
1/1/22,Sydney Metro Contract 14,School Opal,"1,285"
1/1/22,Sydney Metro Contract 14,Gold Opal,"23,004"
1/1/22,Sydney Metro Contract 15,Adult,"33,249"
1/1/22,Sydney Metro Contract 15,Adult,1
1/1/22,Sydney Metro Contract 15,Child/Youth,"10,510"
1/1/22,Sydney Metro Contract 15,Concession,"4,052"
1/1/22,Sydney Metro Contract 15,CTP,"19,334"
1/1/22,Sydney Metro Contract 15,Day Pass Ticket,7
1/1/22,Sydney Metro Contract 15,Other,501
1/1/22,Sydney Metro Contract 15,Free Opal,515
1/1/22,Sydney Metro Contract 15,School Opal,555
1/1/22,Sydney Metro Contract 15,Gold Opal,"31,238"
1/1/22,Outer Sydney Metro Contract 1,Adult,"1,857"
1/1/22,Outer Sydney Metro Contract 1,Child/Youth,886
1/1/22,Outer Sydney Metro Contract 1,Concession,273
1/1/22,Outer Sydney Metro Contract 1,CTP,"1,568"
1/1/22,Outer Sydney Metro Contract 1,Day Pass Ticket,43
1/1/22,Outer Sydney Metro Contract 1,Other,6
1/1/22,Outer Sydney Metro Contract 1,Free Opal,76
1/1/22,Outer Sydney Metro Contract 1,School Opal,207
1/1/22,Outer Sydney Metro Contract 1,Gold Opal,"3,793"
1/1/22,Outer Sydney Metro Contract 2,Adult,"6,516"
1/1/22,Outer Sydney Metro Contract 2,Child/Youth,"4,146"
1/1/22,Outer Sydney Metro Contract 2,Concession,951
1/1/22,Outer Sydney Metro Contract 2,CTP,"7,372"
1/1/22,Outer Sydney Metro Contract 2,Day Pass Ticket,2
1/1/22,Outer Sydney Metro Contract 2,Other,30
1/1/22,Outer Sydney Metro Contract 2,Free Opal,217
1/1/22,Outer Sydney Metro Contract 2,School Opal,113
1/1/22,Outer Sydney Metro Contract 2,Gold Opal,"13,950"
1/1/22,Outer Sydney Metro Contract 3,Adult,"3,167"
1/1/22,Outer Sydney Metro Contract 3,Child/Youth,"2,056"
1/1/22,Outer Sydney Metro Contract 3,Concession,518
1/1/22,Outer Sydney Metro Contract 3,CTP,"4,830"
1/1/22,Outer Sydney Metro Contract 3,Other,23
1/1/22,Outer Sydney Metro Contract 3,Free Opal,68
1/1/22,Outer Sydney Metro Contract 3,School Opal,22
1/1/22,Outer Sydney Metro Contract 3,Gold Opal,"5,292"
1/1/22,Outer Sydney Metro Contract 4,Adult,"7,642"
1/1/22,Outer Sydney Metro Contract 4,Child/Youth,"3,629"
1/1/22,Outer Sydney Metro Contract 4,Concession,"1,120"
1/1/22,Outer Sydney Metro Contract 4,CTP,"7,262"
1/1/22,Outer Sydney Metro Contract 4,Day Pass Ticket,1
1/1/22,Outer Sydney Metro Contract 4,Other,70
1/1/22,Outer Sydney Metro Contract 4,Free Opal,122
1/1/22,Outer Sydney Metro Contract 4,School Opal,49
1/1/22,Outer Sydney Metro Contract 4,Gold Opal,"13,282"
1/1/22,NISC 1,Adult,"45,040"
1/1/22,NISC 1,Adult,1
1/1/22,NISC 1,Adult,1
1/1/22,NISC 1,Adult,1
1/1/22,NISC 1,Child/Youth,"12,975"
1/1/22,NISC 1,Concession,"6,749"
1/1/22,NISC 1,CTP,"39,443"
1/1/22,NISC 1,Day Pass Ticket,26
1/1/22,NISC 1,Other,"1,011"
1/1/22,NISC 1,Free Opal,538
1/1/22,NISC 1,Other,"4,421"
1/1/22,NISC 1,School Opal,203
1/1/22,NISC 1,Gold Opal,"70,031"
1/1/22,Outer Sydney Metro Contract 6,Adult,"40,543"
1/1/22,Outer Sydney Metro Contract 6,Adult,4
1/1/22,Outer Sydney Metro Contract 6,Child/Youth,"18,148"
1/1/22,Outer Sydney Metro Contract 6,Concession,"4,279"
1/1/22,Outer Sydney Metro Contract 6,CTP,"30,355"
1/1/22,Outer Sydney Metro Contract 6,Day Pass Ticket,5
1/1/22,Outer Sydney Metro Contract 6,Day Pass Ticket,20
1/1/22,Outer Sydney Metro Contract 6,Other,838
1/1/22,Outer Sydney Metro Contract 6,Free Opal,945
1/1/22,Outer Sydney Metro Contract 6,School Opal,365
1/1/22,Outer Sydney Metro Contract 6,Gold Opal,"65,234"
1/1/22,Outer Sydney Metro Contract 7,Adult,"21,000"
1/1/22,Outer Sydney Metro Contract 7,Child/Youth,"9,614"
1/1/22,Outer Sydney Metro Contract 7,Concession,"1,837"
1/1/22,Outer Sydney Metro Contract 7,CTP,"16,625"
1/1/22,Outer Sydney Metro Contract 7,Day Pass Ticket,9
1/1/22,Outer Sydney Metro Contract 7,Other,89
1/1/22,Outer Sydney Metro Contract 7,Free Opal,531
1/1/22,Outer Sydney Metro Contract 7,School Opal,330
1/1/22,Outer Sydney Metro Contract 7,Gold Opal,"30,918"
1/1/22,Outer Sydney Metro Contract 8,Adult,"7,644"
1/1/22,Outer Sydney Metro Contract 8,Adult,1
1/1/22,Outer Sydney Metro Contract 8,Child/Youth,"1,738"
1/1/22,Outer Sydney Metro Contract 8,Concession,521
1/1/22,Outer Sydney Metro Contract 8,CTP,"4,398"
1/1/22,Outer Sydney Metro Contract 8,Day Pass Ticket,1
1/1/22,Outer Sydney Metro Contract 8,Other,68
1/1/22,Outer Sydney Metro Contract 8,Free Opal,84
1/1/22,Outer Sydney Metro Contract 8,School Opal,125
1/1/22,Outer Sydney Metro Contract 8,Gold Opal,"9,088"
1/1/22,Outer Sydney Metro Contract 9,Adult,"1,547"
1/1/22,Outer Sydney Metro Contract 9,Child/Youth,590
1/1/22,Outer Sydney Metro Contract 9,Concession,80
1/1/22,Outer Sydney Metro Contract 9,CTP,"1,141"
