_id,Year_Month,Route,Card Type,Trip
1,2024-01,118F Newcastle,Adult,9507
2,2024-01,118F Newcastle,CTP,20859
3,2024-01,118F Newcastle,Child/Youth,3731
4,2024-01,118F Newcastle,Concession,526
5,2024-01,118F Newcastle,Day Pass without SAF,3
6,2024-01,118F Newcastle,Employee,249
7,2024-01,118F Newcastle,Free Travel,420
8,2024-01,118F Newcastle,School Student,10
9,2024-01,118F Newcastle,Senior/Pensioner,11400
10,2024-01,F1 Manly,Adult,217262
11,2024-01,F1 Manly,CTP,417439
12,2024-01,F1 Manly,Child/Youth,69775
13,2024-01,F1 Manly,Concession,8549
14,2024-01,F1 Manly,Day Pass without SAF,40
15,2024-01,F1 Manly,Employee,1822
16,2024-01,F1 Manly,Free Travel,630
17,2024-01,F1 Manly,School Student,227
18,2024-01,F1 Manly,Senior/Pensioner,75252
19,2024-01,F1 Manly,Sgl Trip Ferry Adult,17384
20,2024-01,F1 Manly,Sgl Trip Ferry Child/Youth,11881
21,2024-01,F2 Taronga Zoo,Adult,41952
22,2024-01,F2 Taronga Zoo,CTP,76417
23,2024-01,F2 Taronga Zoo,Child/Youth,19665
24,2024-01,F2 Taronga Zoo,Concession,1449
25,2024-01,F2 Taronga Zoo,Day Pass without SAF,0
26,2024-01,F2 Taronga Zoo,Employee,282
27,2024-01,F2 Taronga Zoo,Free Travel,70
28,2024-01,F2 Taronga Zoo,School Student,34
29,2024-01,F2 Taronga Zoo,Senior/Pensioner,9303
30,2024-01,F2 Taronga Zoo,Sgl Trip Ferry Adult,5285
31,2024-01,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,3593
32,2024-01,F3 Parramatta River,Adult,72415
33,2024-01,F3 Parramatta River,CTP,100538
34,2024-01,F3 Parramatta River,Child/Youth,22551
35,2024-01,F3 Parramatta River,Concession,3071
36,2024-01,F3 Parramatta River,Day Pass without SAF,4
37,2024-01,F3 Parramatta River,Employee,914
38,2024-01,F3 Parramatta River,Free Travel,243
39,2024-01,F3 Parramatta River,School Student,111
40,2024-01,F3 Parramatta River,Senior/Pensioner,34075
41,2024-01,F3 Parramatta River,Sgl Trip Ferry Adult,6122
42,2024-01,F3 Parramatta River,Sgl Trip Ferry Child/Youth,2929
43,2024-01,F4 Pyrmont Bay,Adult,77396
44,2024-01,F4 Pyrmont Bay,CTP,132982
45,2024-01,F4 Pyrmont Bay,Child/Youth,37955
46,2024-01,F4 Pyrmont Bay,Concession,2597
47,2024-01,F4 Pyrmont Bay,Day Pass Child/Youth w/o SAF,1
48,2024-01,F4 Pyrmont Bay,Day Pass without SAF,4
49,2024-01,F4 Pyrmont Bay,Employee,765
50,2024-01,F4 Pyrmont Bay,Free Travel,269
51,2024-01,F4 Pyrmont Bay,School Student,143
52,2024-01,F4 Pyrmont Bay,Senior/Pensioner,32674
53,2024-01,F4 Pyrmont Bay,Sgl Trip Ferry Adult,6781
54,2024-01,F4 Pyrmont Bay,Sgl Trip Ferry Child/Youth,5549
55,2024-01,F5 Neutral Bay,Adult,12226
56,2024-01,F5 Neutral Bay,CTP,23641
57,2024-01,F5 Neutral Bay,Child/Youth,2269
58,2024-01,F5 Neutral Bay,Concession,557
59,2024-01,F5 Neutral Bay,Day Pass without SAF,0
60,2024-01,F5 Neutral Bay,Employee,154
61,2024-01,F5 Neutral Bay,Free Travel,83
62,2024-01,F5 Neutral Bay,School Student,11
63,2024-01,F5 Neutral Bay,Senior/Pensioner,8007
64,2024-01,F5 Neutral Bay,Sgl Trip Ferry Adult,510
65,2024-01,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,322
66,2024-01,F6 Mosman Bay,Adult,15629
67,2024-01,F6 Mosman Bay,CTP,28999
68,2024-01,F6 Mosman Bay,Child/Youth,3230
69,2024-01,F6 Mosman Bay,Concession,870
70,2024-01,F6 Mosman Bay,Day Pass without SAF,0
71,2024-01,F6 Mosman Bay,Employee,146
72,2024-01,F6 Mosman Bay,Free Travel,74
73,2024-01,F6 Mosman Bay,School Student,14
74,2024-01,F6 Mosman Bay,Senior/Pensioner,11406
75,2024-01,F6 Mosman Bay,Sgl Trip Ferry Adult,703
76,2024-01,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,537
77,2024-01,F7 Double Bay,Adult,4752
78,2024-01,F7 Double Bay,CTP,11370
79,2024-01,F7 Double Bay,Child/Youth,974
80,2024-01,F7 Double Bay,Concession,99
81,2024-01,F7 Double Bay,Day Pass without SAF,0
82,2024-01,F7 Double Bay,Employee,22
83,2024-01,F7 Double Bay,Free Travel,10
84,2024-01,F7 Double Bay,School Student,2
85,2024-01,F7 Double Bay,Senior/Pensioner,3175
86,2024-01,F7 Double Bay,Sgl Trip Ferry Adult,153
87,2024-01,F7 Double Bay,Sgl Trip Ferry Child/Youth,77
88,2024-01,F8 Cockatoo Island,Adult,13417
89,2024-01,F8 Cockatoo Island,CTP,21516
90,2024-01,F8 Cockatoo Island,Child/Youth,4193
91,2024-01,F8 Cockatoo Island,Concession,651
92,2024-01,F8 Cockatoo Island,Day Pass without SAF,0
93,2024-01,F8 Cockatoo Island,Employee,125
94,2024-01,F8 Cockatoo Island,Free Travel,68
95,2024-01,F8 Cockatoo Island,School Student,34
96,2024-01,F8 Cockatoo Island,Senior/Pensioner,8342
97,2024-01,F8 Cockatoo Island,Sgl Trip Ferry Adult,424
98,2024-01,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,385
99,2024-01,F9 Watsons Bay,Adult,41482
100,2024-01,F9 Watsons Bay,CTP,85636
101,2024-01,F9 Watsons Bay,Child/Youth,12025
102,2024-01,F9 Watsons Bay,Concession,1328
103,2024-01,F9 Watsons Bay,Day Pass without SAF,4
104,2024-01,F9 Watsons Bay,Employee,312
105,2024-01,F9 Watsons Bay,Free Travel,110
106,2024-01,F9 Watsons Bay,School Student,33
107,2024-01,F9 Watsons Bay,Senior/Pensioner,18986
108,2024-01,F9 Watsons Bay,Sgl Trip Ferry Adult,2164
109,2024-01,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,1211
110,2024-01,UNALLOCATED unallocated trips,Adult,5
111,2024-01,UNALLOCATED unallocated trips,CTP,8
112,2024-01,UNALLOCATED unallocated trips,Child/Youth,1
113,2024-01,UNALLOCATED unallocated trips,Senior/Pensioner,1
114,2024-02,118F Newcastle,Adult,7374
115,2024-02,118F Newcastle,CTP,15137
116,2024-02,118F Newcastle,Child/Youth,892
117,2024-02,118F Newcastle,Concession,612
118,2024-02,118F Newcastle,Employee,265
119,2024-02,118F Newcastle,Free Travel,321
120,2024-02,118F Newcastle,School Student,402
121,2024-02,118F Newcastle,Senior/Pensioner,9138
122,2024-02,F1 Manly,Adult,189793
123,2024-02,F1 Manly,CTP,380419
124,2024-02,F1 Manly,Child/Youth,21894
125,2024-02,F1 Manly,Concession,9029
126,2024-02,F1 Manly,Day Pass without SAF,39
127,2024-02,F1 Manly,Employee,1484
128,2024-02,F1 Manly,Free Travel,532
129,2024-02,F1 Manly,School Student,2228
130,2024-02,F1 Manly,Senior/Pensioner,64759
131,2024-02,F1 Manly,Sgl Trip Ferry Adult,12841
132,2024-02,F1 Manly,Sgl Trip Ferry Child/Youth,4225
133,2024-02,F2 Taronga Zoo,Adult,37380
134,2024-02,F2 Taronga Zoo,CTP,70382
135,2024-02,F2 Taronga Zoo,Child/Youth,8262
136,2024-02,F2 Taronga Zoo,Concession,1424
137,2024-02,F2 Taronga Zoo,Employee,139
138,2024-02,F2 Taronga Zoo,Free Travel,65
139,2024-02,F2 Taronga Zoo,School Student,494
140,2024-02,F2 Taronga Zoo,Senior/Pensioner,7183
141,2024-02,F2 Taronga Zoo,Sgl Trip Ferry Adult,4354
142,2024-02,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,1777
143,2024-02,F3 Parramatta River,Adult,63931
144,2024-02,F3 Parramatta River,CTP,91238
145,2024-02,F3 Parramatta River,Child/Youth,7546
146,2024-02,F3 Parramatta River,Concession,2936
147,2024-02,F3 Parramatta River,Day Pass without SAF,2
148,2024-02,F3 Parramatta River,Employee,751
149,2024-02,F3 Parramatta River,Free Travel,215
150,2024-02,F3 Parramatta River,School Student,3651
151,2024-02,F3 Parramatta River,Senior/Pensioner,29441
152,2024-02,F3 Parramatta River,Sgl Trip Ferry Adult,5190
153,2024-02,F3 Parramatta River,Sgl Trip Ferry Child/Youth,964
154,2024-02,F3 Parramatta River,UNKNOWN,0
155,2024-02,F4 Pyrmont Bay,Adult,59495
156,2024-02,F4 Pyrmont Bay,CTP,109812
157,2024-02,F4 Pyrmont Bay,Child/Youth,14406
158,2024-02,F4 Pyrmont Bay,Concession,2187
159,2024-02,F4 Pyrmont Bay,Day Pass without SAF,6
160,2024-02,F4 Pyrmont Bay,Employee,646
161,2024-02,F4 Pyrmont Bay,Free Travel,171
162,2024-02,F4 Pyrmont Bay,School Student,2171
163,2024-02,F4 Pyrmont Bay,Senior/Pensioner,24845
164,2024-02,F4 Pyrmont Bay,Sgl Trip Ferry Adult,4872
165,2024-02,F4 Pyrmont Bay,Sgl Trip Ferry Child/Youth,1977
166,2024-02,F4 Pyrmont Bay,UNKNOWN,1
167,2024-02,F5 Neutral Bay,Adult,11987
168,2024-02,F5 Neutral Bay,CTP,25103
169,2024-02,F5 Neutral Bay,Child/Youth,877
170,2024-02,F5 Neutral Bay,Concession,725
171,2024-02,F5 Neutral Bay,Employee,156
172,2024-02,F5 Neutral Bay,Free Travel,65
173,2024-02,F5 Neutral Bay,School Student,146
174,2024-02,F5 Neutral Bay,Senior/Pensioner,8007
175,2024-02,F5 Neutral Bay,Sgl Trip Ferry Adult,475
176,2024-02,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,144
177,2024-02,F6 Mosman Bay,Adult,16294
178,2024-02,F6 Mosman Bay,CTP,31081
179,2024-02,F6 Mosman Bay,Child/Youth,1101
180,2024-02,F6 Mosman Bay,Concession,1272
181,2024-02,F6 Mosman Bay,Employee,152
182,2024-02,F6 Mosman Bay,Free Travel,92
183,2024-02,F6 Mosman Bay,School Student,155
184,2024-02,F6 Mosman Bay,Senior/Pensioner,11648
185,2024-02,F6 Mosman Bay,Sgl Trip Ferry Adult,546
186,2024-02,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,194
187,2024-02,F7 Double Bay,Adult,4517
188,2024-02,F7 Double Bay,CTP,12187
189,2024-02,F7 Double Bay,Child/Youth,329
190,2024-02,F7 Double Bay,Concession,116
191,2024-02,F7 Double Bay,Employee,18
192,2024-02,F7 Double Bay,Free Travel,10
193,2024-02,F7 Double Bay,School Student,93
194,2024-02,F7 Double Bay,Senior/Pensioner,3106
195,2024-02,F7 Double Bay,Sgl Trip Ferry Adult,142
196,2024-02,F7 Double Bay,Sgl Trip Ferry Child/Youth,39
197,2024-02,F8 Cockatoo Island,Adult,12317
198,2024-02,F8 Cockatoo Island,CTP,21094
199,2024-02,F8 Cockatoo Island,Child/Youth,2464
200,2024-02,F8 Cockatoo Island,Concession,801
201,2024-02,F8 Cockatoo Island,Employee,112
202,2024-02,F8 Cockatoo Island,Free Travel,71
203,2024-02,F8 Cockatoo Island,School Student,865
204,2024-02,F8 Cockatoo Island,Senior/Pensioner,7545
205,2024-02,F8 Cockatoo Island,Sgl Trip Ferry Adult,334
206,2024-02,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,107
207,2024-02,F9 Watsons Bay,Adult,37315
208,2024-02,F9 Watsons Bay,CTP,79202
209,2024-02,F9 Watsons Bay,Child/Youth,4641
210,2024-02,F9 Watsons Bay,Concession,1241
211,2024-02,F9 Watsons Bay,Employee,257
212,2024-02,F9 Watsons Bay,Free Travel,105
213,2024-02,F9 Watsons Bay,School Student,628
214,2024-02,F9 Watsons Bay,Senior/Pensioner,16734
215,2024-02,F9 Watsons Bay,Sgl Trip Ferry Adult,1695
216,2024-02,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,609
217,2024-03,118F Newcastle,Adult,8066
218,2024-03,118F Newcastle,CTP,18241
219,2024-03,118F Newcastle,Child/Youth,1175
220,2024-03,118F Newcastle,Concession,1009
221,2024-03,118F Newcastle,Day Pass without SAF,3
222,2024-03,118F Newcastle,Employee,274
223,2024-03,118F Newcastle,Free Travel,331
224,2024-03,118F Newcastle,School Student,482
225,2024-03,118F Newcastle,Senior/Pensioner,9994
226,2024-03,F1 Manly,Adult,202763
227,2024-03,F1 Manly,CTP,403879
228,2024-03,F1 Manly,Child/Youth,24955
229,2024-03,F1 Manly,Concession,12331
230,2024-03,F1 Manly,Day Pass Child/Youth w/o SAF,4
231,2024-03,F1 Manly,Day Pass without SAF,35
232,2024-03,F1 Manly,Employee,1759
233,2024-03,F1 Manly,Free Travel,627
234,2024-03,F1 Manly,School Student,2406
235,2024-03,F1 Manly,Senior/Pensioner,74846
236,2024-03,F1 Manly,Sgl Trip Ferry Adult,12470
237,2024-03,F1 Manly,Sgl Trip Ferry Child/Youth,4769
238,2024-03,F1 Manly,UNKNOWN,11
239,2024-03,F2 Taronga Zoo,Adult,36784
240,2024-03,F2 Taronga Zoo,CTP,74336
241,2024-03,F2 Taronga Zoo,Child/Youth,8661
242,2024-03,F2 Taronga Zoo,Concession,1602
243,2024-03,F2 Taronga Zoo,Employee,172
244,2024-03,F2 Taronga Zoo,Free Travel,80
245,2024-03,F2 Taronga Zoo,School Student,547
246,2024-03,F2 Taronga Zoo,Senior/Pensioner,9420
247,2024-03,F2 Taronga Zoo,Sgl Trip Ferry Adult,3079
248,2024-03,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,1455
249,2024-03,F3 Parramatta River,Adult,70258
250,2024-03,F3 Parramatta River,CTP,100328
251,2024-03,F3 Parramatta River,Child/Youth,9492
252,2024-03,F3 Parramatta River,Concession,3487
253,2024-03,F3 Parramatta River,Day Pass without SAF,3
254,2024-03,F3 Parramatta River,Employee,756
255,2024-03,F3 Parramatta River,Free Travel,259
256,2024-03,F3 Parramatta River,School Student,3460
257,2024-03,F3 Parramatta River,Senior/Pensioner,35782
258,2024-03,F3 Parramatta River,Sgl Trip Ferry Adult,4260
259,2024-03,F3 Parramatta River,Sgl Trip Ferry Child/Youth,744
260,2024-03,F4 Pyrmont Bay,Adult,64036
261,2024-03,F4 Pyrmont Bay,CTP,118022
262,2024-03,F4 Pyrmont Bay,Child/Youth,14646
263,2024-03,F4 Pyrmont Bay,Concession,2658
264,2024-03,F4 Pyrmont Bay,Day Pass without SAF,1
265,2024-03,F4 Pyrmont Bay,Employee,620
266,2024-03,F4 Pyrmont Bay,Free Travel,203
267,2024-03,F4 Pyrmont Bay,School Student,1891
268,2024-03,F4 Pyrmont Bay,Senior/Pensioner,29535
269,2024-03,F4 Pyrmont Bay,Sgl Trip Ferry Adult,3642
270,2024-03,F4 Pyrmont Bay,Sgl Trip Ferry Child/Youth,1640
271,2024-03,F5 Neutral Bay,Adult,11828
272,2024-03,F5 Neutral Bay,CTP,23358
273,2024-03,F5 Neutral Bay,Child/Youth,695
274,2024-03,F5 Neutral Bay,Concession,837
275,2024-03,F5 Neutral Bay,Employee,168
276,2024-03,F5 Neutral Bay,Free Travel,60
277,2024-03,F5 Neutral Bay,School Student,127
278,2024-03,F5 Neutral Bay,Senior/Pensioner,8847
279,2024-03,F5 Neutral Bay,Sgl Trip Ferry Adult,237
280,2024-03,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,66
281,2024-03,F6 Mosman Bay,Adult,17041
282,2024-03,F6 Mosman Bay,CTP,31068
283,2024-03,F6 Mosman Bay,Child/Youth,1356
284,2024-03,F6 Mosman Bay,Concession,1581
285,2024-03,F6 Mosman Bay,Employee,146
286,2024-03,F6 Mosman Bay,Free Travel,105
287,2024-03,F6 Mosman Bay,School Student,141
288,2024-03,F6 Mosman Bay,Senior/Pensioner,13801
289,2024-03,F6 Mosman Bay,Sgl Trip Ferry Adult,267
290,2024-03,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,98
291,2024-03,F7 Double Bay,Adult,4782
292,2024-03,F7 Double Bay,CTP,12707
293,2024-03,F7 Double Bay,Child/Youth,458
294,2024-03,F7 Double Bay,Concession,112
295,2024-03,F7 Double Bay,Employee,28
296,2024-03,F7 Double Bay,Free Travel,3
297,2024-03,F7 Double Bay,School Student,65
298,2024-03,F7 Double Bay,Senior/Pensioner,3588
299,2024-03,F7 Double Bay,Sgl Trip Ferry Adult,42
300,2024-03,F7 Double Bay,Sgl Trip Ferry Child/Youth,9
301,2024-03,F8 Cockatoo Island,Adult,13688
302,2024-03,F8 Cockatoo Island,CTP,22664
303,2024-03,F8 Cockatoo Island,Child/Youth,3466
304,2024-03,F8 Cockatoo Island,Concession,968
305,2024-03,F8 Cockatoo Island,Employee,142
306,2024-03,F8 Cockatoo Island,Free Travel,85
307,2024-03,F8 Cockatoo Island,School Student,851
308,2024-03,F8 Cockatoo Island,Senior/Pensioner,9080
309,2024-03,F8 Cockatoo Island,Sgl Trip Ferry Adult,161
310,2024-03,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,70
311,2024-03,F9 Watsons Bay,Adult,41795
312,2024-03,F9 Watsons Bay,CTP,87854
313,2024-03,F9 Watsons Bay,Child/Youth,4637
314,2024-03,F9 Watsons Bay,Concession,1767
315,2024-03,F9 Watsons Bay,Employee,240
316,2024-03,F9 Watsons Bay,Free Travel,111
317,2024-03,F9 Watsons Bay,School Student,517
318,2024-03,F9 Watsons Bay,Senior/Pensioner,20462
319,2024-03,F9 Watsons Bay,Sgl Trip Ferry Adult,775
320,2024-03,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,324
321,2024-04,118F Newcastle,Adult,8446
322,2024-04,118F Newcastle,CTP,19842
323,2024-04,118F Newcastle,Child/Youth,3165
324,2024-04,118F Newcastle,Concession,766
325,2024-04,118F Newcastle,Day Pass without SAF,2
326,2024-04,118F Newcastle,Employee,193
327,2024-04,118F Newcastle,Free Travel,324
328,2024-04,118F Newcastle,School Student,223
329,2024-04,118F Newcastle,Senior/Pensioner,10795
330,2024-04,F1 Manly,Adult,168929
331,2024-04,F1 Manly,CTP,322546
332,2024-04,F1 Manly,Child/Youth,38397
333,2024-04,F1 Manly,Concession,10153
334,2024-04,F1 Manly,Day Pass without SAF,22
335,2024-04,F1 Manly,Employee,1727
336,2024-04,F1 Manly,Free Travel,638
337,2024-04,F1 Manly,School Student,1269
338,2024-04,F1 Manly,Senior/Pensioner,66286
339,2024-04,F1 Manly,Sgl Trip Ferry Adult,10584
340,2024-04,F1 Manly,Sgl Trip Ferry Child/Youth,7266
341,2024-04,F2 Taronga Zoo,Adult,35108
342,2024-04,F2 Taronga Zoo,CTP,64411
343,2024-04,F2 Taronga Zoo,Child/Youth,15431
344,2024-04,F2 Taronga Zoo,Concession,1511
345,2024-04,F2 Taronga Zoo,Day Pass Child/Youth w/o SAF,2
346,2024-04,F2 Taronga Zoo,Day Pass without SAF,5
347,2024-04,F2 Taronga Zoo,Employee,260
348,2024-04,F2 Taronga Zoo,Free Travel,87
349,2024-04,F2 Taronga Zoo,School Student,230
350,2024-04,F2 Taronga Zoo,Senior/Pensioner,9021
351,2024-04,F2 Taronga Zoo,Sgl Trip Ferry Adult,3323
352,2024-04,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,2007
353,2024-04,F3 Parramatta River,Adult,64787
354,2024-04,F3 Parramatta River,CTP,89554
355,2024-04,F3 Parramatta River,Child/Youth,16067
356,2024-04,F3 Parramatta River,Concession,3065
357,2024-04,F3 Parramatta River,Day Pass without SAF,0
358,2024-04,F3 Parramatta River,Employee,833
359,2024-04,F3 Parramatta River,Free Travel,218
360,2024-04,F3 Parramatta River,School Student,1631
361,2024-04,F3 Parramatta River,Senior/Pensioner,33659
362,2024-04,F3 Parramatta River,Sgl Trip Ferry Adult,3312
363,2024-04,F3 Parramatta River,Sgl Trip Ferry Child/Youth,1310
364,2024-04,F4 Pyrmont Bay,Adult,60516
365,2024-04,F4 Pyrmont Bay,CTP,106618
366,2024-04,F4 Pyrmont Bay,Child/Youth,25310
367,2024-04,F4 Pyrmont Bay,Concession,2818
368,2024-04,F4 Pyrmont Bay,Day Pass without SAF,4
369,2024-04,F4 Pyrmont Bay,Employee,700
370,2024-04,F4 Pyrmont Bay,Free Travel,193
371,2024-04,F4 Pyrmont Bay,School Student,1168
372,2024-04,F4 Pyrmont Bay,Senior/Pensioner,27278
373,2024-04,F4 Pyrmont Bay,Sgl Trip Ferry Adult,3656
374,2024-04,F4 Pyrmont Bay,Sgl Trip Ferry Child/Youth,2753
375,2024-04,F5 Neutral Bay,Adult,10620
376,2024-04,F5 Neutral Bay,CTP,21235
377,2024-04,F5 Neutral Bay,Child/Youth,1475
378,2024-04,F5 Neutral Bay,Concession,748
379,2024-04,F5 Neutral Bay,Day Pass without SAF,0
380,2024-04,F5 Neutral Bay,Employee,167
381,2024-04,F5 Neutral Bay,Free Travel,96
382,2024-04,F5 Neutral Bay,School Student,98
383,2024-04,F5 Neutral Bay,Senior/Pensioner,8150
384,2024-04,F5 Neutral Bay,Sgl Trip Ferry Adult,166
385,2024-04,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,99
386,2024-04,F6 Mosman Bay,Adult,14232
387,2024-04,F6 Mosman Bay,CTP,25835
388,2024-04,F6 Mosman Bay,Child/Youth,2233
389,2024-04,F6 Mosman Bay,Concession,1259
390,2024-04,F6 Mosman Bay,Day Pass without SAF,0
391,2024-04,F6 Mosman Bay,Employee,154
392,2024-04,F6 Mosman Bay,Free Travel,98
393,2024-04,F6 Mosman Bay,School Student,106
394,2024-04,F6 Mosman Bay,Senior/Pensioner,11769
395,2024-04,F6 Mosman Bay,Sgl Trip Ferry Adult,213
396,2024-04,F6 Mosman Bay,Sgl Trip Ferry Child/Youth,215
397,2024-04,F7 Double Bay,Adult,4004
398,2024-04,F7 Double Bay,CTP,11201
399,2024-04,F7 Double Bay,Child/Youth,631
400,2024-04,F7 Double Bay,Concession,137
401,2024-04,F7 Double Bay,Day Pass without SAF,1
402,2024-04,F7 Double Bay,Employee,16
403,2024-04,F7 Double Bay,Free Travel,13
404,2024-04,F7 Double Bay,School Student,38
405,2024-04,F7 Double Bay,Senior/Pensioner,3114
406,2024-04,F7 Double Bay,Sgl Trip Ferry Adult,49
407,2024-04,F7 Double Bay,Sgl Trip Ferry Child/Youth,33
408,2024-04,F8 Cockatoo Island,Adult,11459
409,2024-04,F8 Cockatoo Island,CTP,18753
410,2024-04,F8 Cockatoo Island,Child/Youth,3385
411,2024-04,F8 Cockatoo Island,Concession,692
412,2024-04,F8 Cockatoo Island,Day Pass without SAF,0
413,2024-04,F8 Cockatoo Island,Employee,103
414,2024-04,F8 Cockatoo Island,Free Travel,61
415,2024-04,F8 Cockatoo Island,School Student,348
416,2024-04,F8 Cockatoo Island,Senior/Pensioner,7614
417,2024-04,F8 Cockatoo Island,Sgl Trip Ferry Adult,101
418,2024-04,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,106
419,2024-04,F9 Watsons Bay,Adult,34225
420,2024-04,F9 Watsons Bay,CTP,72722
421,2024-04,F9 Watsons Bay,Child/Youth,7882
422,2024-04,F9 Watsons Bay,Concession,1344
423,2024-04,F9 Watsons Bay,Day Pass without SAF,0
424,2024-04,F9 Watsons Bay,Employee,308
425,2024-04,F9 Watsons Bay,Free Travel,113
426,2024-04,F9 Watsons Bay,School Student,269
427,2024-04,F9 Watsons Bay,Senior/Pensioner,17702
428,2024-04,F9 Watsons Bay,Sgl Trip Ferry Adult,705
429,2024-04,F9 Watsons Bay,Sgl Trip Ferry Child/Youth,526
430,2024-04,F9 Watsons Bay,UNKNOWN,1
431,2024-05,118F Newcastle,Adult,6742
432,2024-05,118F Newcastle,CTP,14481
433,2024-05,118F Newcastle,Child/Youth,824
434,2024-05,118F Newcastle,Concession,966
435,2024-05,118F Newcastle,Employee,185
436,2024-05,118F Newcastle,Free Travel,268
437,2024-05,118F Newcastle,School Student,452
438,2024-05,118F Newcastle,Senior/Pensioner,9588
439,2024-05,F1 Manly,Adult,136484
440,2024-05,F1 Manly,CTP,262548
441,2024-05,F1 Manly,Child/Youth,11705
442,2024-05,F1 Manly,Concession,8764
443,2024-05,F1 Manly,Day Pass Child/Youth w/o SAF,6
444,2024-05,F1 Manly,Day Pass without SAF,11
445,2024-05,F1 Manly,Employee,1419
446,2024-05,F1 Manly,Free Travel,541
447,2024-05,F1 Manly,School Student,2493
448,2024-05,F1 Manly,Senior/Pensioner,57883
449,2024-05,F1 Manly,Sgl Trip Ferry Adult,5550
450,2024-05,F1 Manly,Sgl Trip Ferry Child/Youth,1994
451,2024-05,F2 Taronga Zoo,Adult,24789
452,2024-05,F2 Taronga Zoo,CTP,44313
453,2024-05,F2 Taronga Zoo,Child/Youth,5114
454,2024-05,F2 Taronga Zoo,Concession,1237
455,2024-05,F2 Taronga Zoo,Day Pass Child/Youth w/o SAF,1
456,2024-05,F2 Taronga Zoo,Employee,212
457,2024-05,F2 Taronga Zoo,Free Travel,68
458,2024-05,F2 Taronga Zoo,School Student,609
459,2024-05,F2 Taronga Zoo,Senior/Pensioner,6830
460,2024-05,F2 Taronga Zoo,Sgl Trip Ferry Adult,2360
461,2024-05,F2 Taronga Zoo,Sgl Trip Ferry Child/Youth,984
462,2024-05,F3 Parramatta River,Adult,54423
463,2024-05,F3 Parramatta River,CTP,77487
464,2024-05,F3 Parramatta River,Child/Youth,5978
465,2024-05,F3 Parramatta River,Concession,3013
466,2024-05,F3 Parramatta River,Day Pass Child/Youth w/o SAF,1
467,2024-05,F3 Parramatta River,Day Pass without SAF,0
468,2024-05,F3 Parramatta River,Employee,781
469,2024-05,F3 Parramatta River,Free Travel,205
470,2024-05,F3 Parramatta River,School Student,3545
471,2024-05,F3 Parramatta River,Senior/Pensioner,28268
472,2024-05,F3 Parramatta River,Sgl Trip Ferry Adult,2383
473,2024-05,F3 Parramatta River,Sgl Trip Ferry Child/Youth,614
474,2024-05,F3 Parramatta River,UNKNOWN,1
475,2024-05,F4 Pyrmont Bay,Adult,51128
476,2024-05,F4 Pyrmont Bay,CTP,95905
477,2024-05,F4 Pyrmont Bay,Child/Youth,11184
478,2024-05,F4 Pyrmont Bay,Concession,2782
479,2024-05,F4 Pyrmont Bay,Day Pass without SAF,16
480,2024-05,F4 Pyrmont Bay,Employee,738
481,2024-05,F4 Pyrmont Bay,Free Travel,186
482,2024-05,F4 Pyrmont Bay,School Student,2228
483,2024-05,F4 Pyrmont Bay,Senior/Pensioner,27119
484,2024-05,F4 Pyrmont Bay,Sgl Trip Ferry Adult,3206
485,2024-05,F4 Pyrmont Bay,Sgl Trip Ferry Child/Youth,1558
486,2024-05,F4 Pyrmont Bay,UNKNOWN,1
487,2024-05,F5 Neutral Bay,Adult,10811
488,2024-05,F5 Neutral Bay,CTP,21708
489,2024-05,F5 Neutral Bay,Child/Youth,607
490,2024-05,F5 Neutral Bay,Concession,795
491,2024-05,F5 Neutral Bay,Employee,197
492,2024-05,F5 Neutral Bay,Free Travel,91
493,2024-05,F5 Neutral Bay,School Student,170
494,2024-05,F5 Neutral Bay,Senior/Pensioner,8716
495,2024-05,F5 Neutral Bay,Sgl Trip Ferry Adult,313
496,2024-05,F5 Neutral Bay,Sgl Trip Ferry Child/Youth,111
497,2024-05,F6 Mosman Bay,Adult,14021
498,2024-05,F6 Mosman Bay,CTP,26204
499,2024-05,F6 Mosman Bay,Child/Youth,1058
500,2024-05,F6 Mosman Bay,Concession,1340
501,2024-05,F6 Mosman Bay,Employee,190
502,2024-05,F6 Mosman Bay,Free Travel,113
503,2024-05,F6 Mosman Bay,School Student,304
504,2024-05,F6 Mosman Bay,Senior/Pensioner,11692
505,2024-05,F6 Mosman Bay,Sgl Trip Ferry Adult,318
